0,21
4.99999968,23
9.999999359,27
15.00000048,23
20.00000016,13
24.99999984,18
29.99999952,26
35.00000064,21
40.00000032,13
45,11
49.99999968,16
54.99999936,15
60.00000048,13
65.00000016,15
69.99999984,15
74.99999952,12
80.00000064,9
85.00000032,12
90,6
94.99999968,13
99.99999936,11
105.0000005,14
110.0000002,14
114.9999998,9
119.9999995,12
125.0000006,13
130.0000003,11
135,17
139.9999997,16
144.9999994,17
150.0000005,8
155.0000002,10
159.9999998,7
164.9999995,12
170.0000006,0
175.0000003,11
180,9
184.9999997,4
189.9999994,12
195.0000005,7
200.0000002,10
204.9999998,0
209.9999995,13
215.0000006,4
220.0000003,22
225,6
229.9999997,0
234.9999994,8
240.0000005,2
245.0000002,0
249.9999998,0
254.9999995,0
260.0000006,0
265.0000003,0
270,13
274.9999997,11
279.9999994,8
285.0000005,7
290.0000002,13
294.9999998,9
299.9999995,6
305.0000006,4
310.0000003,9
315,15
319.9999997,11
324.9999994,29
330.0000005,25
335.0000002,20
339.9999998,19
344.9999995,28
350.0000006,0
355.0000003,0
360,20
364.9999997,19
369.9999994,14
375.0000005,0
380.0000002,0
384.9999998,29
389.9999995,0
395.0000006,0
400.0000003,0
405,0
409.9999997,0
414.9999994,26
420.0000005,25
425.0000002,42
429.9999998,26
434.9999995,33
440.0000006,0
445.0000003,20
450,37
454.9999997,49
459.9999994,0
465.0000005,0
470.0000002,40
474.9999998,0
479.9999995,0
485.0000006,0
490.0000003,0
495,0
499.9999997,73
504.9999994,46
510.0000005,0
515.0000002,53
519.9999998,62
524.9999995,59
530.0000006,68
535.0000003,55
540,51
544.9999997,0
549.9999994,35
555.0000005,65
560.0000002,0
564.9999998,60
569.9999995,65
575.0000006,54
580.0000003,51
585,61
589.9999997,56
594.9999994,65
600.0000005,62
605.0000002,36
609.9999998,55
614.9999995,57
620.0000006,61
625.0000003,72
630,56
634.9999997,67
639.9999994,79
645.0000005,59
650.0000002,61
654.9999998,69
659.9999995,50
665.0000006,67
670.0000003,74
675,86
679.9999997,64
684.9999994,88
690.0000005,72
695.0000002,62
699.9999998,67
704.9999995,98
710.0000006,77
715.0000003,78
720,63
724.9999997,69
729.9999994,75
735.0000005,51
740.0000002,75
744.9999998,68
749.9999995,80
755.0000006,65
760.0000003,89
765,68
769.9999997,85
774.9999994,89
780.0000005,76
785.0000002,73
789.9999998,79
794.9999995,81
800.0000006,62
805.0000003,76
810,92
814.9999997,82
819.9999994,70
825.0000005,89
830.0000002,64
834.9999998,80
839.9999995,70
845.0000006,82
850.0000003,87
855,86
859.9999997,91
864.9999994,70
870.0000005,88
875.0000002,95
879.9999998,79
884.9999995,102
890.0000006,91
895.0000003,76
900,88
904.9999997,81
909.9999994,79
915.0000005,89
920.0000002,69
924.9999998,78
929.9999995,79
935.0000006,91
940.0000003,85
945,90
949.9999997,84
