0,103
4.99999968,107
9.999999359,105
15.00000048,92
20.00000016,103
24.99999984,104
29.99999952,109
35.00000064,89
40.00000032,99
45,117
49.99999968,92
54.99999936,98
60.00000048,95
65.00000016,65
69.99999984,87
74.99999952,62
80.00000064,84
85.00000032,68
90,90
94.99999968,58
99.99999936,102
105.0000005,80
110.0000002,72
114.9999998,41
119.9999995,48
125.0000006,29
130.0000003,39
135,50
139.9999997,75
144.9999994,51
150.0000005,51
155.0000002,50
159.9999998,60
164.9999995,58
170.0000006,47
175.0000003,45
180,35
184.9999997,51
189.9999994,45
195.0000005,41
200.0000002,43
204.9999998,40
209.9999995,47
215.0000006,52
220.0000003,67
225,58
229.9999997,54
234.9999994,57
240.0000005,53
245.0000002,57
249.9999998,55
254.9999995,60
260.0000006,74
265.0000003,70
270,76
274.9999997,90
279.9999994,95
285.0000005,75
290.0000002,92
294.9999998,88
299.9999995,63
305.0000006,67
310.0000003,109
315,113
319.9999997,131
324.9999994,160
330.0000005,113
335.0000002,231
339.9999998,206
344.9999995,176
350.0000006,178
355.0000003,171
360,165
364.9999997,177
369.9999994,204
375.0000005,212
380.0000002,226
384.9999998,220
389.9999995,217
395.0000006,260
400.0000003,262
405,312
409.9999997,299
414.9999994,298
420.0000005,302
425.0000002,300
429.9999998,346
434.9999995,312
440.0000006,357
445.0000003,406
450,417
454.9999997,468
459.9999994,459
465.0000005,484
470.0000002,456
474.9999998,435
479.9999995,404
485.0000006,430
490.0000003,424
495,437
499.9999997,464
504.9999994,436
510.0000005,416
515.0000002,455
519.9999998,423
524.9999995,475
530.0000006,446
535.0000003,416
540,407
544.9999997,358
549.9999994,405
555.0000005,348
560.0000002,324
564.9999998,262
569.9999995,270
575.0000006,311
580.0000003,354
585,353
589.9999997,353
594.9999994,321
600.0000005,337
605.0000002,357
609.9999998,360
614.9999995,360
620.0000006,359
625.0000003,431
630,392
634.9999997,357
639.9999994,392
645.0000005,371
650.0000002,379
654.9999998,379
659.9999995,401
665.0000006,338
670.0000003,410
675,411
679.9999997,376
684.9999994,355
690.0000005,363
695.0000002,408
699.9999998,412
704.9999995,402
710.0000006,387
715.0000003,421
720,370
724.9999997,384
729.9999994,393
735.0000005,379
740.0000002,454
744.9999998,434
749.9999995,394
755.0000006,427
760.0000003,409
765,425
769.9999997,400
774.9999994,414
780.0000005,392
785.0000002,383
789.9999998,389
794.9999995,418
800.0000006,427
805.0000003,411
810,388
814.9999997,427
819.9999994,469
825.0000005,440
830.0000002,398
834.9999998,427
839.9999995,459
845.0000006,375
850.0000003,430
855,395
859.9999997,434
864.9999994,439
870.0000005,419
875.0000002,446
879.9999998,477
884.9999995,443
890.0000006,417
895.0000003,429
900,423
904.9999997,432
909.9999994,448
915.0000005,507
920.0000002,499
924.9999998,470
929.9999995,463
935.0000006,447
940.0000003,442
945,473
949.9999997,506
954.9999994,514
960.0000005,473
965.0000002,523
969.9999998,414
974.9999995,437
980.0000006,355
985.0000003,497
990,442
994.9999997,490
999.9999994,469
1005,483
1010,481
1015,457
1020,452
1025.000001,494
1030,509
1035,473
1040,503
1044.999999,514
1050,470
1055,465
1060,473
1065,447
1070.000001,482
1075,447
1080,468
1085,456
1089.999999,454
1095,439
1100,442
1105,479
1110,430
1115.000001,450
1120,410
1125,473
1130,429
1134.999999,433
1140,418
1145,458
1150,418
1155,407
1160.000001,401
1165,361
1170,372
1175,347
1179.999999,367
1185,353
1190,320
1195,286
1200,299
1205.000001,318
1210,344
1215,316
1220,300
1224.999999,257
1230,255
1235,273
1240,277
1245,253
1250.000001,240
1255,272
1260,237
1265,251
1269.999999,290
1275,248
1280,277
1285,251
1290,279
1295.000001,246
1300,266
1305,281
1310,263
1314.999999,247
1320,229
1325,266
1330,252
1335,173
1340.000001,178
1345,173
1350,201
1355,195
1359.999999,247
1365,180
1370,173
